store_name,store_id,street_address,city_name,state_id,state_name,postal_code,country_id,lat,lng,telephone,email,store_website,county_fips,county_name,cbsa_fips,cbsa_name,cbsa_metro,csa_fips,csa_name,timezone
Walmart Supercenter,1882,"3400 Floral Ave, Selma, CA 93662",Selma,CA,California,93662,US,36.5772,-119.6344,559-891-7190,,https://www.walmart.com/store/1882-selma-ca,06019,Fresno,23420,"Fresno, CA",TRUE,260,"Fresno-Hanford-Corcoran, CA",America/Los_Angeles
Walmart Supercenter,5701,"14061 W. Whitesbridge Avenue, Kerman, CA 93630",Kerman,CA,California,93630,US,36.7331,-120.0439,559-846-1200,,https://www.walmart.com/store/5701-kerman-ca,06019,Fresno,23420,"Fresno, CA",TRUE,260,"Fresno-Hanford-Corcoran, CA",America/Los_Angeles
Walmart,1583,"1977 W Cleveland Ave, Madera, CA 93637",Madera,CA,California,93637,US,36.9756,-120.0806,559-675-9212,,https://www.walmart.com/store/1583-madera-ca,06039,Madera,23420,"Fresno, CA",TRUE,260,"Fresno-Hanford-Corcoran, CA",America/Los_Angeles
Walmart Supercenter,5394,"770 W El Monte Way, Dinuba, CA 93618",Dinuba,CA,California,93618,US,36.5433,-119.4023,559-591-0380,,https://www.walmart.com/store/5394-dinuba-ca,06107,Tulare,47300,"Visalia, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,1645,"250 S 12th Ave, Hanford, CA 93230",Hanford,CA,California,93230,US,36.3217,-119.6758,559-583-6292,,https://www.walmart.com/store/1645-hanford-ca,06031,Kings,25260,"Hanford-Corcoran, CA",TRUE,260,"Fresno-Hanford-Corcoran, CA",America/Los_Angeles
Walmart Neighborhood Market,2826,"83053 Avenue 48, Coachella, CA 92236",Coachella,CA,California,92236,US,33.6709,-116.2155,760-262-8050,,https://www.walmart.com/store/2826-coachella-ca,06065,Riverside,40140,"Riverside-San Bernardino-Ontario, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Supercenter,2181,"82-491 Avenue 42, Indio, CA 92203",Indio,CA,California,92203,US,33.7437,-116.2848,760-262-8004,,https://www.walmart.com/store/2181-indio-ca,06065,Riverside,40140,"Riverside-San Bernardino-Ontario, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Neighborhood Market,8958,"44100 Jefferson St Ste F, Indio, CA 92201",Indio,CA,California,92201,US,33.7285,-116.2667,760-895-6030,,https://www.walmart.com/store/8958-indio-ca,06065,Riverside,40140,"Riverside-San Bernardino-Ontario, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Supercenter,1805,"79295 Us Hwy 111, La Quinta, CA 92253",La Quinta,CA,California,92253,US,33.7044,-116.2811,760-564-3313,,https://www.walmart.com/store/1805-la-quinta-ca,06065,Riverside,40140,"Riverside-San Bernardino-Ontario, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Neighborhood Market,3026,"72314 Highway 111, Palm Desert, CA 92260",Palm Desert,CA,California,92260,US,33.728,-116.4007,760-469-3428,,https://www.walmart.com/store/3026-palm-desert-ca,06065,Riverside,40140,"Riverside-San Bernardino-Ontario, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Supercenter,5096,"34500 Monterey Ave, Palm Desert, CA 92211",Palm Desert,CA,California,92211,US,33.7977,-116.385,760-328-4375,,https://www.walmart.com/store/5096-palm-desert-ca,06065,Riverside,40140,"Riverside-San Bernardino-Ontario, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Supercenter,1915,"58501 29 Palms Hwy, Yucca Valley, CA 92284",Yucca Valley,CA,California,92284,US,34.122,-116.4209,760-365-7750,,https://www.walmart.com/store/1915-yucca-valley-ca,06071,San Bernardino,40140,"Riverside-San Bernardino-Ontario, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Supercenter,1910,"900 E Washington Blvd, Crescent City, CA 95531",Crescent City,CA,California,95531,US,41.7749,-124.19,707-464-1198,,https://www.walmart.com/store/1910-crescent-city-ca,06015,Del Norte,18860,"Crescent City, CA",FALSE,152,"Brookings-Crescent City, OR-CA",America/Los_Angeles
Walmart,1877,"1250 W Henderson Ave, Porterville, CA 93257",Porterville,CA,California,93257,US,36.0834,-119.0454,559-783-8195,,https://www.walmart.com/store/1877-porterville-ca,06107,Tulare,47300,"Visalia, CA",TRUE,,,America/Los_Angeles
Walmart,2536,"1110 E Prosperity Ave, Tulare, CA 93274",Tulare,CA,California,93274,US,36.2285,-119.3284,559-684-1300,,https://www.walmart.com/store/2536-tulare-ca,06107,Tulare,47300,"Visalia, CA",TRUE,,,America/Los_Angeles
Walmart Neighborhood Market,5635,"1320 N Demaree St, Visalia, CA 93291",Visalia,CA,California,93291,US,36.3413,-119.33,559-429-3264,,https://www.walmart.com/store/5635-visalia-ca,06107,Tulare,47300,"Visalia, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,1826,"1819 E Noble Ave, Visalia, CA 93292",Visalia,CA,California,93292,US,36.3243,-119.2732,559-636-2302,,https://www.walmart.com/store/1826-visalia-ca,06107,Tulare,47300,"Visalia, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,5956,"3750 S Mooney Blvd, Visalia, CA 93277",Visalia,CA,California,93277,US,36.2967,-119.3106,559-802-4429,,https://www.walmart.com/store/5956-visalia-ca,06107,Tulare,47300,"Visalia, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,2094,"1800 University Dr, Vista, CA 92083",Vista,CA,California,92083,US,33.1722,-117.2166,760-945-7995,,https://www.walmart.com/store/2094-vista-ca,06073,San Diego,41740,"San Diego-Chula Vista-Carlsbad, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,5075,"3405 Marron Rd, Oceanside, CA 92056",Oceanside,CA,California,92056,US,33.1773,-117.2978,760-730-1371,,https://www.walmart.com/store/5075-oceanside-ca,06073,San Diego,41740,"San Diego-Chula Vista-Carlsbad, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,2494,"2100 Vista Way, Oceanside, CA 92054",Oceanside,CA,California,92054,US,33.1814,-117.3473,760-966-0026,,https://www.walmart.com/store/2494-oceanside-ca,06073,San Diego,41740,"San Diego-Chula Vista-Carlsbad, CA",TRUE,,,America/Los_Angeles
Walmart Neighborhood Market,5637,"1046 Mission Ave, Oceanside, CA 92054",Oceanside,CA,California,92054,US,33.199,-117.3746,760-696-9906,,https://www.walmart.com/store/5637-oceanside-ca,06073,San Diego,41740,"San Diego-Chula Vista-Carlsbad, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,2245,"705 College Blvd, Oceanside, CA 92057",Oceanside,CA,California,92057,US,33.2412,-117.2909,760-631-0434,,https://www.walmart.com/store/2245-oceanside-ca,06073,San Diego,41740,"San Diego-Chula Vista-Carlsbad, CA",TRUE,,,America/Los_Angeles
Walmart,2527,"951 Avenida Pico, San Clemente, CA 92673",San Clemente,CA,California,92673,US,33.4556,-117.6057,949-498-6669,,https://www.walmart.com/store/2527-san-clemente-ca,06059,Orange,31080,"Los Angeles-Long Beach-Anaheim, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart,5629,"3300 Broadway Bayshore Mall, Eureka, CA 95501",Eureka,CA,California,95501,US,40.7808,-124.1903,707-832-5269,,https://www.walmart.com/store/5629-eureka-ca,06023,Humboldt,21700,"Eureka-Arcata, CA",FALSE,,,America/Los_Angeles
Walmart Supercenter,2119,"301 Ranch Dr, Milpitas, CA 95035",Milpitas,CA,California,95035,US,37.4324,-121.9205,408-934-0304,,https://www.walmart.com/store/2119-milpitas-ca,06085,Santa Clara,,,FALSE,,,America/Los_Angeles
Walmart Neighborhood Market,3123,"3255 Mission College Blvd, Santa Clara, CA 95054",Santa Clara,CA,California,95054,US,37.3899,-121.9856,408-961-3599,,https://www.walmart.com/store/3123-santa-clara-ca,06085,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,488,"San Jose-San Francisco-Oakland, CA",America/Los_Angeles
Walmart Supercenter,2280,"600 Showers Dr, Mountain View, CA 94040",Mountain View,CA,California,94040,US,37.4006,-122.1078,650-917-0796,,https://www.walmart.com/store/2280-mountain-view-ca,06085,Santa Clara,,,FALSE,,,America/Los_Angeles
Walmart Neighborhood Market,2486,"4080 Stevens Creek Blvd, San Jose, CA 95129",San Jose,CA,California,95129,US,37.3229,-121.9733,408-556-4505,,https://www.walmart.com/store/2486-san-jose-ca,06085,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,488,"San Jose-San Francisco-Oakland, CA",America/Los_Angeles
Walmart Supercenter,5435,"777 Story Rd, San Jose, CA 95122",San Jose,CA,California,95122,US,37.331,-121.8604,408-885-1142,,https://www.walmart.com/store/5435-san-jose-ca,06085,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,488,"San Jose-San Francisco-Oakland, CA",America/Los_Angeles
Walmart Neighborhood Market,4174,"1450 Monterey Rd, San Jose, CA 95110",San Jose,CA,California,95110,US,37.3162,-121.8714,408-454-4508,,https://www.walmart.com/store/4174-san-jose-ca,06085,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,488,"San Jose-San Francisco-Oakland, CA",America/Los_Angeles
Walmart Neighborhood Market,3023,"4055 Evergreen Village Sq Ste 140, San Jose, CA 95135",San Jose,CA,California,95135,US,37.3136,-121.7731,408-826-0338,,https://www.walmart.com/store/3023-san-jose-ca,06085,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,488,"San Jose-San Francisco-Oakland, CA",America/Los_Angeles
Walmart Supercenter,5884,"5095 Almaden Expy, San Jose, CA 95118",San Jose,CA,California,95118,US,37.2573,-121.8765,408-600-3072,,https://www.walmart.com/store/5884-san-jose-ca,06085,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,488,"San Jose-San Francisco-Oakland, CA",America/Los_Angeles
Walmart Supercenter,5766,"170 Cochrane Plz, Morgan Hill, CA 95037",Morgan Hill,CA,California,95037,US,37.1492,-121.6553,408-779-8172,,https://www.walmart.com/store/5766-morgan-hill-ca,06085,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,488,"San Jose-San Francisco-Oakland, CA",America/Los_Angeles
Walmart Supercenter,2002,"7150 Camino Arroyo, Gilroy, CA 95020",Gilroy,CA,California,95020,US,37.0082,-121.5513,408-848-8161,,https://www.walmart.com/store/2002-gilroy-ca,06085,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",TRUE,488,"San Jose-San Francisco-Oakland, CA",America/Los_Angeles
Walmart Supercenter,2458,"1800 N Main St, Salinas, CA 93906",Salinas,CA,California,93906,US,36.7178,-121.6508,831-751-0231,,https://www.walmart.com/store/2458-salinas-ca,06053,Monterey,41500,"Salinas, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,5751,"1375 N Davis Rd., Salinas, CA 93907",Salinas,CA,California,93907,US,36.7059,-121.6682,831-998-9080,,https://www.walmart.com/store/5751-salinas-ca,06053,Monterey,41500,"Salinas, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,4488,"150 Beach Rd, Marina, CA 93933",Marina,CA,California,93933,US,36.6934,-121.8011,831-883-9138,,https://www.walmart.com/store/4488-marina-ca,06053,Monterey,41500,"Salinas, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,2030,"1101 Sanguinetti Road, Sonora, CA 95370",Sonora,CA,California,95370,US,37.9722,-120.3657,209-533-2617,,https://www.walmart.com/store/2030-sonora-ca,06109,Tuolumne,43760,"Sonora, CA",FALSE,,,America/Los_Angeles
Walmart Supercenter,1563,"44665 Valley Central Way, Lancaster, CA 93536",Lancaster,CA,California,93536,US,34.6938,-118.1741,661-940-8744,,https://www.walmart.com/store/1563-lancaster-ca,06037,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Supercenter,2951,"1731 E Avenue J, Lancaster, CA 93535",Lancaster,CA,California,93535,US,34.6925,-118.0977,661-945-7848,,https://www.walmart.com/store/2951-lancaster-ca,06037,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",TRUE,348,"Los Angeles-Long Beach, CA",America/Los_Angeles
Walmart Supercenter,4317,"400 Tucker Rd, Tehachapi, CA 93561",Tehachapi,CA,California,93561,US,35.1294,-118.466,661-825-2258,,https://www.walmart.com/store/4317-tehachapi-ca,06029,Kern,12540,"Bakersfield-Delano, CA",TRUE,,,America/Los_Angeles
Walmart Supercenter,1600,"201 E Bowman Rd, Ridgecrest, CA 93555",Ridgecrest,CA,California,93555,US,35.6066,-117.6669,760-371-4974,,https://www.walmart.com/store/1600-ridgecrest-ca,06029,Kern,12540,"Bakersfield-Delano, CA",TRUE,,,America/Los_Angeles
Walmart,1616,"2900 Main St, Susanville, CA 96130",Susanville,CA,California,96130,US,40.4091,-120.6376,530-251-2000,,https://www.walmart.com/store/1616-susanville-ca,06035,Lassen,45000,"Susanville, CA",FALSE,,,America/Los_Angeles
Walmart Supercenter,1630,"1906 Fort Jones Rd, Yreka, CA 96097",Yreka,CA,California,96097,US,41.6986,-122.6445,530-842-7330,,https://www.walmart.com/store/1630-yreka-ca,06093,Siskiyou,,,FALSE,,,America/Los_Angeles
Walmart Supercenter,869,"3333 Clark St, Alamosa, CO 81101",Alamosa,CO,Colorado,81101,US,37.482,-105.9041,719-589-9071,,https://www.walmart.com/store/869-alamosa-co,08003,Alamosa,10480,"Alamosa, CO",FALSE,,,America/Denver
Walmart Supercenter,4734,"9400 Ralston Road, Arvada, CO 80002",Arvada,CO,Colorado,80002,US,39.8008,-105.1029,720-624-0346,,https://www.walmart.com/store/4734-arvada-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,5957,"5957 W 44th Ave, Lakeside, CO 80212",Lakeside,CO,Colorado,80212,US,39.7788,-105.0618,303-222-4455,,https://www.walmart.com/store/5957-lakeside-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,3824,"7155 Sheridan Blvd, Westminster, CO 80003",Westminster,CO,Colorado,80003,US,39.8253,-105.0564,303-487-1412,,https://www.walmart.com/store/3824-westminster-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,2125,"7455 W Colfax Ave, Lakewood, CO 80214",Lakewood,CO,Colorado,80214,US,39.7425,-105.0793,303-274-5211,,https://www.walmart.com/store/2125-lakewood-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,2223,"9499 Sheridan Blvd, Westminster, CO 80031",Westminster,CO,Colorado,80031,US,39.8682,-105.0566,303-427-4882,,https://www.walmart.com/store/2223-westminster-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,4284,"440 Wadsworth Blvd, Lakewood, CO 80226",Lakewood,CO,Colorado,80226,US,39.7223,-105.0804,303-205-0754,,https://www.walmart.com/store/4284-lakewood-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Neighborhood Market,3019,"850 E 88th Ave, Thornton, CO 80229",Thornton,CO,Colorado,80229,US,39.855,-104.9751,303-287-4404,,https://www.walmart.com/store/3019-thornton-co,08001,Adams,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,1231,"9901 Grant St, Thornton, CO 80229",Thornton,CO,Colorado,80229,US,39.8758,-104.9856,303-451-1003,,https://www.walmart.com/store/1231-thornton-co,08001,Adams,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,4288,"4651 W 121st Ave, Broomfield, CO 80020",Broomfield,CO,Colorado,80020,US,39.9167,-105.0465,303-217-9374,,https://www.walmart.com/store/4288-broomfield-co,08014,Broomfield,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Neighborhood Market,4747,"10755 Washington Street, Northglenn, CO 80233",Northglenn,CO,Colorado,80233,US,39.8922,-104.9771,303-200-1490,,https://www.walmart.com/store/4747-northglenn-co,08001,Adams,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,2752,"5990 Dahlia St, Commerce City, CO 80022",Commerce City,CO,Colorado,80022,US,39.8045,-104.928,303-287-0600,,https://www.walmart.com/store/2752-commerce-city-co,08031,Denver,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,5341,"500 Summit Blvd, Broomfield, CO 80021",Broomfield,CO,Colorado,80021,US,39.9264,-105.1362,303-466-3928,,https://www.walmart.com/store/5341-broomfield-co,08013,Boulder,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,5676,"2770 West Evans Avenue, Denver, CO 80219",Denver,CO,Colorado,80219,US,39.6776,-105.0214,303-222-7043,,https://www.walmart.com/store/5676-denver-co,08031,Denver,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,3533,"7800 Smith Rd, Denver, CO 80207",Denver,CO,Colorado,80207,US,39.7698,-104.8976,720-941-0411,,https://www.walmart.com/store/3533-denver-co,08031,Denver,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,3867,"200 W 136th Ave, Westminster, CO 80234",Westminster,CO,Colorado,80234,US,39.9405,-104.9907,720-929-1758,,https://www.walmart.com/store/3867-westminster-co,08001,Adams,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,2751,"601 Englewood Pkwy, Englewood, CO 80110",Englewood,CO,Colorado,80110,US,39.6561,-104.9948,303-789-7201,,https://www.walmart.com/store/2751-englewood-co,08031,Denver,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,1308,"7700 W Quincy Ave, Littleton, CO 80123",Littleton,CO,Colorado,80123,US,39.6367,-105.0835,303-971-0321,,https://www.walmart.com/store/1308-littleton-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,4567,"7101 E 128th Ave, Brighton, CO 80602",Brighton,CO,Colorado,80602,US,39.9306,-104.9055,303-209-4339,,https://www.walmart.com/store/4567-brighton-co,08001,Adams,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Neighborhood Market,3128,"1442 S Parker Rd, Denver, CO 80231",Denver,CO,Colorado,80231,US,39.6905,-104.8889,303-481-0182,,https://www.walmart.com/store/3128-denver-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,5049,"13420 W Coal Mine Ave, Littleton, CO 80127",Littleton,CO,Colorado,80127,US,39.6081,-105.151,303-979-2064,,https://www.walmart.com/store/5049-littleton-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,1045,"745 Us Highway 287, Lafayette, CO 80026",Lafayette,CO,Colorado,80026,US,40.0059,-105.105,303-666-0340,,https://www.walmart.com/store/1045-lafayette-co,08013,Boulder,14500,"Boulder, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,2293,"952 Swede Gulch Rd, Evergreen, CO 80439",Evergreen,CO,Colorado,80439,US,39.7011,-105.3272,303-526-1649,,https://www.walmart.com/store/2293-evergreen-co,08059,Jefferson,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Neighborhood Market,3127,"5141 Chambers Rd, Denver, CO 80239",Denver,CO,Colorado,80239,US,39.7859,-104.8112,303-218-6237,,https://www.walmart.com/store/3127-denver-co,08031,Denver,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,3566,"9400 E Hampden Ave, Denver, CO 80231",Denver,CO,Colorado,80231,US,39.6519,-104.879,720-748-1000,,https://www.walmart.com/store/3566-denver-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,1492,"14000 E Exposition Ave, Aurora, CO 80012",Aurora,CO,Colorado,80012,US,39.7025,-104.8261,303-368-1115,,https://www.walmart.com/store/1492-aurora-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,5334,"3301 Tower Rd, Aurora, CO 80011",Aurora,CO,Colorado,80011,US,39.7618,-104.7742,720-374-0278,,https://www.walmart.com/store/5334-aurora-co,08001,Adams,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Neighborhood Market,4196,"15240 E Iliff Ave, Aurora, CO 80014",Aurora,CO,Colorado,80014,US,39.6735,-104.8111,303-481-3904,,https://www.walmart.com/store/4196-aurora-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,1659,"60 W Bromley Ln, Brighton, CO 80601",Brighton,CO,Colorado,80601,US,39.9696,-104.8239,303-659-1560,,https://www.walmart.com/store/1659-brighton-co,08001,Adams,,,FALSE,,,America/Denver
Walmart Supercenter,3313,"10900 E Briarwood Ave, Centennial, CO 80112",Centennial,CO,Colorado,80112,US,39.591,-104.8625,303-706-0071,,https://www.walmart.com/store/3313-centennial-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,1252,"6675 Business Center Dr, Highlands Ranch, CO 80130",Highlands Ranch,CO,Colorado,80130,US,39.5624,-104.9107,303-683-3641,,https://www.walmart.com/store/1252-highlands-ranch-co,08035,Douglas,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,1689,"5650 S Chambers Rd, Aurora, CO 80015",Aurora,CO,Colorado,80015,US,39.614,-104.8121,303-690-6322,,https://www.walmart.com/store/1689-aurora-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Neighborhood Market,3126,"16746 E Smoky Hill Rd, Centennial, CO 80015",Centennial,CO,Colorado,80015,US,39.6255,-104.7939,303-305-1110,,https://www.walmart.com/store/3126-centennial-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Neighborhood Market,3740,"21475 E Quincy Ave, Aurora, CO 80015",Aurora,CO,Colorado,80015,US,39.6399,-104.7379,303-248-4048,,https://www.walmart.com/store/3740-aurora-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,5137,"6101 S Aurora Pkwy, Aurora, CO 80016",Aurora,CO,Colorado,80016,US,39.6063,-104.7047,303-617-1261,,https://www.walmart.com/store/5137-aurora-co,08005,Arapahoe,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,905,"2285 E Ken Pratt Blvd, Longmont, CO 80504",Longmont,CO,Colorado,80504,US,40.1581,-105.0484,303-678-0803,,https://www.walmart.com/store/905-longmont-co,08123,Weld,24540,"Greeley, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,2892,"11101 S Parker Rd, Parker, CO 80134",Parker,CO,Colorado,80134,US,39.5138,-104.7683,303-805-0029,,https://www.walmart.com/store/2892-parker-co,08035,Douglas,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,5370,"2514 Main St, Longmont, CO 80504",Longmont,CO,Colorado,80504,US,40.2049,-105.0995,303-774-7513,,https://www.walmart.com/store/5370-longmont-co,08013,Boulder,14500,"Boulder, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,984,"133 Sam Walton Lane, Castle Rock, CO 80104",Castle Rock,CO,Colorado,80104,US,39.4059,-104.8615,303-688-8200,,https://www.walmart.com/store/984-castle-rock-co,08035,Douglas,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,4639,"2100 Legacy Cir, Elizabeth, CO 80107",Elizabeth,CO,Colorado,80107,US,39.3604,-104.6236,303-646-2599,,https://www.walmart.com/store/4639-elizabeth-co,08039,Elbert,19740,"Denver-Aurora-Centennial, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,1199,"171 Yoder Ave, Avon, CO 81620",Avon,CO,Colorado,81620,US,39.6276,-106.5006,970-949-6442,,https://www.walmart.com/store/1199-avon-co,08037,Eagle,20780,"Edwards, CO",FALSE,233,"Edwards-Rifle, CO",America/Denver
Walmart,986,"840 Summit Blvd, Frisco, CO 80443",Frisco,CO,Colorado,80443,US,39.5869,-106.0963,970-668-3959,,https://www.walmart.com/store/986-frisco-co,08117,Summit,14720,"Breckenridge, CO",FALSE,,,America/Denver
Walmart Supercenter,980,"3103 S 23rd Ave, Greeley, CO 80631",Greeley,CO,Colorado,80631,US,40.3862,-104.719,970-330-1452,,https://www.walmart.com/store/980-greeley-co,08123,Weld,24540,"Greeley, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,5051,"920 47th Ave, Greeley, CO 80634",Greeley,CO,Colorado,80634,US,40.4228,-104.7548,970-353-4231,,https://www.walmart.com/store/5051-greeley-co,08123,Weld,24540,"Greeley, CO",TRUE,216,"Denver-Aurora-Greeley, CO",America/Denver
Walmart Supercenter,953,"1325 Denver Ave, Loveland, CO 80537",Loveland,CO,Colorado,80537,US,40.4044,-105.0465,970-669-4579,,https://www.walmart.com/store/953-loveland-co,08069,Larimer,22660,"Fort Collins-Loveland, CO",TRUE,,,America/Denver
Walmart Supercenter,1019,"3105 E Us Highway 50, Canon City, CO 81212",Canon City,CO,Colorado,81212,US,38.4486,-105.1915,719-275-2375,,https://www.walmart.com/store/1019-canon-city-co,08043,Fremont,15860,"Cañon City, CO",FALSE,444,"Pueblo-Cañon City, CO",America/Denver
Walmart Supercenter,3382,"78 N Mcculloch Blvd, Pueblo West, CO 81007",Pueblo West,CO,Colorado,81007,US,38.3364,-104.7399,719-647-9861,,https://www.walmart.com/store/3382-pueblo-west-co,08101,Pueblo,39380,"Pueblo, CO",TRUE,444,"Pueblo-Cañon City, CO",America/Denver
Walmart Supercenter,3018,"4425 Venetucci Blvd, Fountain, CO 80906",Fountain,CO,Colorado,80906,US,38.7685,-104.7816,719-313-4378,,https://www.walmart.com/store/3018-fountain-co,08041,El Paso,17820,"Colorado Springs, CO",TRUE,,,America/Denver
